v1,v2
ham,I promise ki humesha ki tarah ab bhi tumahara dimaag khana kayam rakhungy .....hehehahahahaha happy promise day gud morning 
ham,Who is moe cnfsd?Sardarji o Gorkhali?Sardarji ws comn to Darjln at bend he saw a baner readn:WELCOME TO GORKHALANDAt d vry nxt bend he saw a bgr baner readn:WE WANT GORKHALAND 
ham,I PROMISE 2 MAKE U HAPPY WEN U R SAD  I PROMISE 2 MAKE U LAUGH WEN U CRY  I PROMISE 2 B WID U WEN U R ALONE  I PROMISE 2 SUPPORT U WENEVER U NEED ME  I PROMISE DAT U WL ALWAYS HAV A SPCL PLACE IN MY HEART:-)HAPPY PROMISE DAY:-) 
ham,I pray to god to give u Shanti  Shakti  Sampati  Swarup  Saiyam  Sanskar  Swaasth  Sanmaan  Saraswati  Aur sneh. Shubh Diwali 
ham,I performd with strings.... today in nsit moksha.... yipeeee !!!....:-):-):-):-):-):-):-):-)......the lukiest  gurl out f the lack crowd...:-):-):-) 
ham,Inkar ko ikrar kehte hai khamoshi ko izhar kehte hai kya dastur hai is duniya ka ek khubsurat sa dhokha hai  jise log PYAR kehte hai... 
ham,I no:-P  
ham,I never found out why u walked awayand never said goodbyebut now that i see youi'm torn inside but i still guard my pride... 
ham,I never forget my friends . And u and me hav de same passion so defi it cant be possible 4 me to forget u . At least sm day call me not to scold jus 4 a chat .  
ham,I never forget my friends . And u and me hav de same passion so defi it cant be possible 4 me to forget u . At least sm day call me not to scold jus 4 a chat . 
ham,I never expect other to remember me..!  But i always drop my messag into their inbox to say i love to remember them... :-) ..nd dat my msgs r FREE ;-):-D 
ham,I needed those sensors today. Could u plz ask sandeep bhaiyan. I dont hav his number. Sorry to disturb u. 
ham,I need your last year's dbms b tree assignment... 
ham,Who is gssh? N y hav u reinforced dis person 4m my a/c? 
ham,i need ur help .. i want fp database of urs .. dr.mayank is asking ...  
ham,i need u to tell me wot hapnd in colg  whether i shud order my cake or u will manage  wot n all wil v hv to drink n hw will u get all of it including champagne. n if ur coming wid me in d morning or nt? AND ALL OF THIS IS URGENT AND IMPORTANT  SO CALL ME ASAP!!! 
ham,Inhand kitna? 
ham,I need U  
ham,I need 2 tok 2 u. Its a lil bit important. Call me wen ur free. N best of luck 4 ur test n assignments. 
ham,I nd to talk to u.plz wake up. 
ham,I msng u a lot.so gvng u msd cals. Bt abi yaad aya ki tu ghar par h...sry 4 dat.... 
ham,I MISS U.. Lekin pta hai miss to school mei hoti hai. School mei to bache hote hai. Bache to chote hote hai. Choti to chiriya hoti hai. Chidiya to udti hai. Udta to kawwa bhi hai. Kawwa to kaala hota hai. Kaali to billi bi hoti hai. Billi to sher ki khala hai. Sher to jungle mei rehta hai. Jungle mei to haathi bhi rehta hai. Hathi to bahut bda hota hai. Bda to samandar bhi hai. Samandar to neela hota hai. Neela to asmaan bhi hota hai. Asmaan par to taare hote hai. Taare to chmakte bhi hai. Chmakta to heera bhi hai. Heera to mehnga hota hai. Mehnga to sona hota hai. Sona to raat ko hota hai. Raat ke baad toh subah hoti hai. Subah to naashta krte hai. Nashte mei to bread hota hai. bread 2 rang ka hota hai. 2 rang ka toh zebra bhi hota hai. Zebra to ghode jaisa hota hai. Ghoda toh tanga chlata hai. Taange par bache school jate hai. School me to miss hoti he. Miss se yaad aaya.. ''I MISS U''...;-P  
ham,I MISS U-3 words but take 3 secs to read 3 mins to think 3 hrs to understand 3days to demonstrate 3 weeks to explain & whole life to prove 
ham,i MIGHT have a chance in TCS for internship. dad just called. he's just landed at the airport and now directly going to jaipur. 
ham,i meant meri side se bi wen u meet him . tune to kar hi diya hoga im sure . pagal :-P teri wall pe pagalpanti.kar rhi hu me ;-) 
ham,Who is d luckiest luver in dis world.?  1 guy who loved a girl madly but cud not propose her...gets d same girl as her wife in arrange marriage.!:-)  
ham,I mean phone pe gussa nikal de yar. Frustration khatam kar and stop being annoyed.  
ham,INGLISH SHAYRI The janaza of mehboob nikla from the gali of mehbooba  with lots of zor shor  the mehbooba jhanki from the door or boli 'Mar gaya hramkhor':-) 
ham,I may be inocent 2 know what friendship is  I may not carry it the way you all deserve it. But i always promise to maintain friendship d way i understnd it.. 
ham,I may be a person not of much importance to you . . . I may not be the person who can make you happy the way others make you . . . I may not have a place for myself in your scroll . . . But I know that I am something better than nothing . . . Friend is my common name . . . Its your wish to prefix me with close  best  good  bad  fake or worst . . . Whatever it may be- I'm happy that you call me a 'FRIEND' -a word that throws light in my life...!! 
ham,I may b gone 4 a min 4an hr 4a day 4a mnth bt i'l always b der 4u.I may nt b able 2 alwys say gdmrng gd evng  gdni8 bt i prmise will nvr say gud bye.:) 
ham,I m wid u nly most probably...... And i guess 3 ppl instead f 2 v can chooz a bettr project n ace it... 
ham,I m watchng serendipity nd yar clas aane ka man bilkul ni h.... 
ham,I m watchng gud lck chuk.its nice. 
ham,I m washng ma face. 
ham,Who Is d Laziest Person In d World? . A.Who Invented The 'SNOOZE' Option In Alarm! Gd nyt!!:-)  
ham,I m waiting!How long!  
ham,I m trying ur number continuously but it z always coming unavailable ... 
ham,ing tong Yes koun? Main sms Kya chaiye? Aapke chehre par pyari si smile! Haan yehi wali. Good mornin 
ham,I m thnkng ki subh subh kahin jaun jisse ki mood lyt ho sake...  6 bje akshardham chalega? 
ham,I m the Best i can prove it!!! I can put coffee in coffee cup.Can u put world in world cup? Ok 1 more I can send my no  on ur cell. Can u send ur cell on my no? Ha Ha Ha.. Ok Ok 1 MOrE  I can send my address on ur mob.Can u send ur mob. on my address? Nahi na..Kaha na only I m the Best 
ham,I m swtchng of d cel nd chrgng par laga ri hun. Dnt wry nd tc... 
ham,I m sure dat Dis day v r the masters of r fate  dat the task set b4 us is not abve my strngth  dat its pangs & toils r not beyond my endurnceAs long as v hve faith in r own cause & unconquerable will 2 win  victry wil not b denied 2 us 
ham,I m stdng python. Warna kal tuts me bhi vikram sir meri lenge...kk.wat u dng? Mein abi padhne bethi hun nd listning to songs also. 
ham,I m sry for wat i did with u...i m always hurting ppl...sry... 
ham,I m rdy.so nice na subah subah...othrs r sleeping...nd mein thande pani se nhali toh khanse ja ri hun... 
ham,I m playng wid d gm jo tune mujhe diya tha boost wala. Divya k sath... 
ham,Who is a close frnd? Woh jo pehla aasu tham le  phir aansu poch de  or phir chehre ko haanthon me tham kar kahe chal drame band kar....!! :-D 
ham,I m nt sleeping.....nd wat u dng?... 
ham,Indraprastha...you?? 
ham,I m nt njoyng. Kuch karne ka man hi ni h. Tu bta yar...mujhe kpde b dhone ka man nhi h...wat to do...bs aise hi bhot lazipana chadh rha h. 
ham,I m nt mad for ny1...gn... 
ham,I m nt in mood to say nythng. I m flng helples nd hopeles. U betr go to slp. A jayegi  try karlo. 
ham,I m nt getng anythng. We wil talk 2mrw abt dat. 
ham,I m nt doing anythn 
ham,I m nt d best person in ur life... . . . Bt... . . . I jus hope dat 1 day wen u hear ma name u wud jus smile n say... . . . Tha to Ajeeb... Bt I miss him...:)  
ham,Who can stop 500 cars with one hand..??      . . . . . . . . . Its the Traffic Police..!! Beta sab kuch RAJNIKANTH nhi krega! :D  
ham,I m not well.. :-(   . . . . . . . . . . .     Neither am I a handpump!!   :) He he he. :-) Worldz mst idiotic pj..  
ham,I m near canteen. Gng to hostel. Wil stdy aftr lunch kk.bye. 
ham,I m msng u a lot...muaah:-* :-*....aaj miley ni na. Mein addicted sun ri toh aur jada aa ri h... 
ham,Why do v Indians eagerly wish Frndshp day  Valentine day  Rose day  etc.  b4 a week or few days  n feel proud dat v hav done a very great job. But y do things change wen it comes 2 our nations Independance Day. Do v hav d same eagerness? Ans is NO So come lets change our view 2wrds our nation n stop giving priority 2 the western culture. Lets be INDIANs first. HAPPY INDEPENDANCE DAY. 
ham,I m mailin to furr furr!! 
ham,I m lyng on bed.mene lunch kar liya h. Tune kr liya kya?... 
ham,I m leavin home.... 
ham,I m in me$$ 
ham,Yr wat d hel. I trstd u a lot cz u r clse 2 me  bt y do u talk behind my bck? Y didn't u tel me frnkly? Y r u telng othrs? Dat Im soo  sweett..  
ham,I m in ma rum. I cm bk bcz i wana ;-( 
ham,I m in library right now.. Whenever u need the keys  take it 4m me.. 
ham,I m in lab1.bt yahan padhai ni hogi.to library chalte h. 
ham,I m in kd room..... 
ham,I m in garima rum nd we r talking. 
ham,Indira nagar 
ham,I m in colg abhi vaise ask subhanshu he might get it submitted vaise shayad mushkil ho. 
ham,I m in class  where r u? plz take a rikshaw from dwarka mor to iiit delhi  nsit campus. Iiit delhi is in 3rd floor of library building 
ham,I m in a meeting 
ham,I m i dnt knw in d way...bt faridabad gye hue 20 mins ho gyi...i thnk i m in delhi only. 
ham,I m here. 
ham,Who am i?A STEP wn u stop. . A HAND wn u r lost. . A WORD wn u r quite. A SMYL wn u r sad. . A SHOLDER wn u cry.Far frm u bt a FRND under the SAME SKY!  
ham,I m here @ reception Waiting! 
ham,I m going to my rum in obh. Ankush se data cable le lena. Wo apne rum me hoga ya hostel k bahar railing pe baitha hoga. 
ham,I m gng to tak d lunch wid garima in 15 mins. 
ham,I m gng to tak bath... 
ham,INDIANEWSLINE Woman dead 3injured during RathYatra inPuri CBI refuses2reveal info on MEA's extradition letter aboutAnderson diabetics-new insulin discovered 
ham,I m gng to sleep nw...wat abt u? 
ham,I m gng to hostl.dm ni ayi.i ws tryng bt kuch ni hua. 
ham,I m gng to hostel kuch kam h mujhe...wil cm at 2.nd den we cud stdy ip. Baki jo tu kahey...kb aana h bata dena. 
ham,I M FROM MTS PLZ SEND UR EMAIL ID.AND UR OTHER COMTECT NO.KHUSHIAnees khan. 
ham,I m free. 
ham,I m fine but suffering from typhoid.my stream is .net and locatn is lucknow as it is close to my home vanaras.i have to join there on 18 april.where r u and how is traning going on 
ham,Whnevr u feel sad think of me n say akanksha is so swt inteligent lovable caring.U'll smile automaticaly.Know Y?Kyunki SACH BOLNE SE MANN KO HUMESHA SHANTI MILTI HAI... :P 
ham,I m extrmly sory bt plz i requst al of u to leave me alone 4 sum days. I knw u al just want me to help bt plz kal se kuch din tk ye mat puchna k ky hua h.. I l b fyn in sum days... 
ham,I m duin brkfast. U too do dat. 
ham,I m doin the first one....so kanika u can do 2nd waala ...... 
ham,INDIANEWSLINE AP High Court grants bail 2Rama Raju 4 others Uttarbanga driver violated red signal-Signal in-charge Syria bans Islamic veil at universities 
ham,I m cming. 
ham,I m bunking dm. 
ham,I m behind u:-D  
ham,I m attndng d clas as pri ne kaha h ki ma'am se bat krni h toh phr clas attnd karni padhegi. 
ham,I m at jeeto.takin iccrms. 
ham,I m asking something about me.1-What is best in me?2-What is bad in me?3-what u hav saved my name in ur cell?4-I m ur?5-I m just like a?6-What u wish for 
ham,I m also dng brkfst wid garima...chole bhature. 
ham,Whnevr anyone do bad wid u  dnt cry. Remembr  it tks 49 muscles to cry & 12 mscls to smyl Bt only 6 mscls to giv a slap Ghuma k do ek saale ko....:-D;-).... 
ham,I m @ bh3 entrance! 
ham,I lyk u wen u r hot. I luv u wen u r at bed. U make me feel gud wen my  lips touchs u. I luv u. I luv u..I luv u. I luv u i realy luv Nescafe khush  
ham,Is da buk done 
ham,INDIAN-GIRL:Mere4 Bhai & 6Behne Hai Aap K Kitne Hai? AMERICAN-GIRL: Mere Bhai Behen Nahi Par Pehli Mom Se 3 Papa Aur Pehle Papa Se 4 Mom Hai. 
ham,I luv u! 
ham,I LUV MY INDIA !) !!(*)) !!) !! !! !! !! Ai mere watan ke logo jara aankh me bharlo pani. Jo sahid hue hai unki jara yaad From dirt emerges the beautiful lotus  from the scorching heat comes the shower of relief and from the depth of pain springs joy. Always remember that pkaro kurbani. HAPPY REPUBLIC DAY roblems are your driving force  it makes your mind tough n experienced. . . Good morning. . Jai sri ram. :-) 
ham,I LOVED sum1  but he broke my heart into pieces  now every piece of my heart loves sum1  and people call me a FLIRT!!! Strange World!!!  
ham,I love you. 
ham,I LOVE YOU   Ye Sms 11 Ladkiyo Ko Bhejo Or Pao   Apne Najdiki Police Station Me 3 Rat Or 4 Din Bitane Ka Moka Sath Me Khana Pina Or Badan Ki Malish Free.  DJ 
ham,I love work... Unfortunately  if i do work it gets finished.. But how can i finish something i love..? So i do not work.. Enjoy laziness with attitude... ;) 
ham,Whnevr an unexpected joy passes thru ur heart n suddenly u smile 4 no reason. Remembr sm1  smwhere is remembring & appreciating ur good DEEDS. Help people:-) 
ham,I love kids wen Dey travel alone. 
ham,I love D way u r  plz dont chnge! Send dis 2 evry1 u lyk  evn me if u lyk me. If u get bak 3=u r a gud frnd  4=sum1 luvs u 5+= sum1 is prayin God 2 marry u. 
ham,I LOOOVVEE YOUU SOOO MUCH  MY FRND!=)WHOEVER STOPS THIS CHAIN WILL B UNHAPPY FOR 3 MNTHS.TEL UR 9 FRIENDS U LUV DEM.GET SET GO. REPLY BCK IF U LOVE ME 
ham,Indian wife sanskaro wali hoti hai..  Wo sabke samne apne pati ko Abe Gadhe nhi kehti.. Isliye short me kehti hai.. . . . . . . . . A.G. sunte ho..! 
ham,I ll give him a pen he likes it very much . 
